,Lane,Vehicle Type,Vehicle Class,GVW,Axle Number,Axle Spacing,Axle Weight,Speed,Gap Time,Hour,Minute,Second,Cumulative Gap Time
2485,1.0,HDV,5.0,15637.681511059145,2.0,[396.6544390962746],"[4498.016651668764, 11139.66485939038]",53.108924982068984,2.232651979974886,1.0,40.0,30.972567337900728,2430.9725673379007
2486,1.0,HDV,7.0,41649.11433613772,5.0,"[270.07145030376336, 633.2971865850816, 113.14902687363418, 147.9544216121851]","[12957.47719393639, 8984.767570348018, 5241.158586528439, 6345.159958182151, 8120.551027142724]",70.2435842183126,3.7256323768321398,1.0,40.0,34.69819971473271,2434.6981997147327
2487,1.0,HDV,9.0,3358.6093142006466,2.0,[227.067199276937],"[2720.567787686999, 638.041526513648]",71.63174097216975,2.1368640375412062,1.0,40.0,36.83506375227398,2436.835063752274
2488,1.0,Private Car,2.0,0.0,0.0,0,0,71.63643487873189,2.168879617286328,1.0,40.0,39.00394336956015,2439.00394336956
2489,1.0,HDV,8.0,24617.091144269416,3.0,"[317.06221111021756, 146.59406405691564]","[8660.969230210181, 5818.500124356686, 10137.62178970255]",65.44134115738447,5.212131845248057,1.0,40.0,44.21607521480837,2444.2160752148084
2490,1.0,Private Car,2.0,0.0,0.0,0,0,52.09894213322432,0.3334056409812964,1.0,40.0,44.549480855789625,2444.5494808557896
2491,1.0,Private Car,2.0,0.0,0.0,0,0,71.65739696716074,0.28852379201886524,1.0,40.0,44.8380046478087,2444.8380046478087
2492,1.0,Motorbike,1.0,0.0,0.0,0,0,71.67126410563715,2.048099843495806,1.0,40.0,46.88610449130465,2446.8861044913046
2493,1.0,HDV,5.0,12099.625423639727,2.0,[525.7792043837408],"[5758.825261593706, 6340.800162046022]",2.006447314443225,3.854890878884855,1.0,40.0,50.74099537018947,2450.7409953701895
2494,1.0,HDV,6.0,20064.17264189484,3.0,"[357.1710857876285, 126.2296722637542]","[8057.363071330968, 8506.141993079194, 3500.6675774846794]",77.5687605853048,3.6524901914467236,1.0,40.0,54.393485561636226,2454.393485561636
2495,1.0,HDV,3.0,1495.2233876252571,2.0,[431.70101352078456],"[407.22776138605565, 1087.9956262392016]",77.63105846263842,0.43948721761736637,1.0,40.0,54.832972779253396,2454.8329727792534
2496,1.0,Motorbike,1.0,0.0,0.0,0,0,54.121115352817036,1.862975775611361,1.0,40.0,56.69594855486457,2456.6959485548646
2497,1.0,Motorbike,1.0,0.0,0.0,0,0,52.09389764900524,2.184748493521477,1.0,40.0,58.88069704838608,2458.880697048386
2498,1.0,HDV,8.0,31042.735958192257,2.0,[641.8758740691261],"[11097.873224993775, 19944.862733198486]",63.80711638061022,0.3907206603425356,1.0,40.0,59.27141770872868,2459.2714177087287
2499,1.0,Motorbike,1.0,0.0,0.0,0,0,78.83988860726006,1.825198935524787,1.0,41.0,1.0966166442535723,2461.0966166442536
2500,1.0,HDV,5.0,7985.3832723741725,2.0,[375.46375160637217],"[2739.8927390383337, 5245.490533335837]",65.45855134764378,1.8809580428963348,1.0,41.0,2.9775746871500814,2462.97757468715
2501,1.0,Private Car,2.0,0.0,0.0,0,0,58.19284809913998,2.229482149179715,1.0,41.0,5.207056836329684,2465.2070568363297
2502,1.0,Motorbike,1.0,0.0,0.0,0,0,68.55356760094878,1.9417505476764132,1.0,41.0,7.148807384005977,2467.148807384006
2503,1.0,Motorbike,1.0,0.0,0.0,0,0,78.84997733561124,5.193175461410027,1.0,41.0,12.341982845416169,2472.341982845416
2504,1.0,HDV,9.0,23248.16881002562,2.0,[287.6517879830733],"[12466.098233168805, 10782.070576856817]",77.5815855525074,3.6436092526023343,1.0,41.0,15.985592098018515,2475.9855920980185
2505,1.0,HDV,8.0,15628.842875517726,3.0,"[545.7745339162647, 132.4116530291605]","[4085.975485782756, 5160.04918384855, 6382.818205886421]",3.0124514021378848,9.535603214216739,1.0,41.0,25.52119531223525,2485.5211953122352
2506,1.0,HDV,5.0,12802.13743773508,2.0,[368.41748468045046],"[6465.445745917086, 6336.691691817994]",36.05311149528429,8.154083133806509,1.0,41.0,33.67527844604183,2493.675278446042
2507,1.0,HDV,8.0,23134.262789649914,3.0,"[265.1105322008323, 130.34984612039617]","[7709.190039097257, 5496.906529928397, 9928.166220624258]",87.88306008845748,2.082291773327567,1.0,41.0,35.75757021936943,2495.7575702193694
2508,1.0,Private Car,2.0,0.0,0.0,0,0,68.52077726707375,17.84041870985954,1.0,41.0,53.597988929228904,2513.597988929229
2509,1.0,Private Car,2.0,0.0,0.0,0,0,61.3018214459303,1.9672203163466389,1.0,41.0,55.565209245575716,2515.5652092455757
2510,1.0,Private Car,2.0,0.0,0.0,0,0,73.39640781514862,12.318954441206829,1.0,42.0,7.884163686782358,2527.8841636867824
2511,1.0,HDV,8.0,21312.92273092984,3.0,"[437.1743321787145, 161.8528523335409]","[6803.200671907632, 7659.693184916613, 6850.028874105594]",59.217690910128084,0.34412245452057827,1.0,42.0,8.22828614130276,2528.2282861413028
2512,1.0,HDV,5.0,7241.563937387298,2.0,[381.5145300466254],"[4141.930191542424, 3099.6337458448743]",81.65714157079387,0.35812455228060647,1.0,42.0,8.586410693583275,2528.5864106935833
2513,1.0,HDV,5.0,14415.103956642479,2.0,[337.22868924600897],"[6292.882426930161, 8122.221529712318]",68.54886868812422,3.792443432926524,1.0,42.0,12.37885412650985,2532.37885412651
2514,1.0,HDV,8.0,1391.0631376880833,3.0,"[543.7686884748175, 117.07407937598985]","[273.1293305860426, 684.9121976940892, 433.0216094079514]",81.66020263978902,3.67203860482176,1.0,42.0,16.050892731331714,2536.0508927313317
2515,1.0,HDV,9.0,3358.5760847723886,2.0,[246.25534412761263],"[330.88227646434456, 3027.693808308044]",53.10624516872938,2.099179905759489,1.0,42.0,18.150072637091398,2538.1500726370914
2516,1.0,Private Car,2.0,0.0,0.0,0,0,66.97247423847067,1.9667257444814854,1.0,42.0,20.116798381573062,2540.116798381573
2517,1.0,Private Car,2.0,0.0,0.0,0,0,2.0,2.221320771983708,1.0,42.0,22.338119153556818,2542.338119153557
2518,1.0,Motorbike,1.0,0.0,0.0,0,0,65.42280128067637,1.869417184739244,1.0,42.0,24.207536338295995,2544.207536338296
2519,1.0,Motorbike,1.0,0.0,0.0,0,0,73.42409502153622,0.19282789030708264,1.0,42.0,24.40036422860294,2544.400364228603
2520,1.0,Motorbike,1.0,0.0,0.0,0,0,75.50209246629129,2.0826306480744634,1.0,42.0,26.482994876677367,2546.4829948766774
2521,1.0,Motorbike,1.0,0.0,0.0,0,0,66.9755114973002,2.172583995710198,1.0,42.0,28.65557887238765,2548.6555788723877
2522,1.0,HDV,9.0,75456.86955774845,2.0,[226.06136182074906],"[66254.1053666503, 9202.764191098151]",66.96654226039472,0.33752819624969804,1.0,42.0,28.993107068637528,2548.9931070686375
2523,1.0,HDV,7.0,17108.907973037854,5.0,"[343.77576717258427, 620.2303095808281, 127.46758505170548, 131.3088861012994]","[4401.288214639253, 5707.958698970161, 2303.202473331619, 1654.2709962963825, 3042.1875898004396]",85.85202163131225,3.787084322126893,1.0,42.0,32.78019139076423,2552.7801913907642
2524,1.0,Private Car,2.0,0.0,0.0,0,0,77.64696942863965,2.131120283422958,1.0,42.0,34.911311674187345,2554.9113116741873
2525,1.0,Private Car,2.0,0.0,0.0,0,0,83.80446920521896,3.663937864859585,1.0,42.0,38.575249539047036,2558.575249539047
2526,1.0,Motorbike,1.0,0.0,0.0,0,0,63.76932593526966,1.9317543906133072,1.0,42.0,40.507003929660186,2560.50700392966
2527,1.0,HDV,6.0,25526.472065174356,3.0,"[471.7838449551223, 124.18773143175818]","[9222.011512779893, 10947.480987411749, 5356.979564982712]",77.59180174990146,2.035856739749907,1.0,42.0,42.54286066940995,2562.54286066941
2528,1.0,Private Car,2.0,0.0,0.0,0,0,75.4875028207801,3.691363169211699,1.0,42.0,46.2342238386218,2566.234223838622
2529,1.0,HDV,5.0,12021.539359606544,2.0,[574.9159112019116],"[3590.454749092599, 8431.084610513946]",29.048786988704695,3.780437521471135,1.0,42.0,50.01466136009276,2570.0146613600928
2530,1.0,Private Car,2.0,0.0,0.0,0,0,60.26344419513194,2.172102211854795,1.0,42.0,52.18676357194772,2572.1867635719477
2531,1.0,Motorbike,1.0,0.0,0.0,0,0,56.152544381715444,1.8331448624208453,1.0,42.0,54.01990843436852,2574.0199084343685
2532,1.0,HDV,6.0,40572.223985329525,3.0,"[360.20965775284765, 121.12935953277876]","[12528.70580512893, 13544.433992759617, 14499.08418744098]",61.30154789228256,2.137049458537204,1.0,42.0,56.156957892905666,2576.1569578929057
2533,1.0,HDV,4.0,4750.791763658295,2.0,[329.55783411128857],"[1452.0122764346722, 3298.7794872236236]",45.06526414106005,0.31736184038083554,1.0,42.0,56.47431973328639,2576.4743197332864
2534,1.0,Private Car,2.0,0.0,0.0,0,0,63.80519370536874,5.210777991886349,1.0,43.0,1.6850977251729091,2581.685097725173
2535,1.0,HDV,6.0,3926.2113379699076,3.0,"[485.851251266624, 147.90305306078605]","[1032.9005642230404, 1737.175549748244, 1156.135223998623]",28.047916330564878,13.723076254137835,1.0,43.0,15.40817397931096,2595.408173979311
2536,1.0,Private Car,2.0,0.0,0.0,0,0,75.54896024243956,0.3313985418419227,1.0,43.0,15.739572521152695,2595.7395725211527
2537,1.0,HDV,4.0,4972.292483346445,2.0,[280.2814216887287],"[2554.2624753267896, 2418.0300080196553]",56.14649599381709,2.20738163126181,1.0,43.0,17.94695415241449,2597.9469541524145
2538,1.0,Private Car,2.0,0.0,0.0,0,0,57.17202592836527,2.262300186378783,1.0,43.0,20.20925433879347,2600.2092543387935
2539,1.0,Motorbike,1.0,0.0,0.0,0,0,63.77819037037337,9.53810421073046,1.0,43.0,29.74735854952405,2609.747358549524
2540,1.0,HDV,9.0,18027.71064988215,4.0,"[170.26849920895233, 389.8182170131459, 151.87633537926376]","[2796.0971677570415, 3522.0893979273137, 6758.537388263686, 4950.986695934107]",54.11849148129223,1.9374542149963647,1.0,43.0,31.684812764520302,2611.6848127645203
2541,1.0,HDV,9.0,2523.927014702289,4.0,"[166.22489450616138, 350.2634731434385, 140.57319406443958]","[563.7367400172936, 359.30649979209454, 1007.520099604599, 593.3636752883019]",60.24857807000971,0.1066251581988352,1.0,43.0,31.79143792271907,2611.791437922719
2542,1.0,HDV,7.0,33509.71105755039,5.0,"[290.2414430661396, 623.2439067773412, 127.45752249357206, 128.53405598925383]","[8131.233591490272, 9810.383769619257, 7175.874128061495, 3688.8259435187733, 4703.39362486059]",75.522618786423,0.061016159704052636,1.0,43.0,31.852454082423264,2611.8524540824233
2543,1.0,Private Car,2.0,0.0,0.0,0,0,63.77158301124451,0.12959029322337426,1.0,43.0,31.982044375646637,2611.9820443756466
2544,1.0,HDV,6.0,23601.916990512727,2.0,[633.9117864803061],"[6041.149503484704, 17560.767487028024]",70.17092803543268,3.835114634324754,1.0,43.0,35.81715900997142,2615.8171590099714
2545,1.0,HDV,4.0,5063.580623828669,2.0,[334.62489252163357],"[1301.0674042469172, 3762.5132195817514]",78.86096900550496,1.9523157780181561,1.0,43.0,37.769474787989566,2617.7694747879896
2546,1.0,Motorbike,1.0,0.0,0.0,0,0,73.39632248658283,3.6587454065964042,1.0,43.0,41.428220194586174,2621.428220194586
2547,1.0,Motorbike,1.0,0.0,0.0,0,0,60.23622602655675,15.023028491659199,1.0,43.0,56.451248686245435,2636.4512486862454
2548,1.0,Motorbike,1.0,0.0,0.0,0,0,68.549790889797,2.1709281564873963,1.0,43.0,58.62217684273264,2638.6221768427326
2549,1.0,Private Car,2.0,0.0,0.0,0,0,62.355008021416324,2.190386031780054,1.0,44.0,0.8125628745128779,2640.812562874513
2550,1.0,Private Car,2.0,0.0,0.0,0,0,73.43451919221299,0.39334142239263054,1.0,44.0,1.2059042969053735,2641.2059042969054
2551,1.0,HDV,5.0,8246.247874344726,2.0,[361.35508018353676],"[3114.0086537181382, 5132.239220626588]",68.55130406965762,2.2339167178199215,1.0,44.0,3.439821014725112,2643.439821014725
2552,1.0,HDV,5.0,9119.214651364928,2.0,[367.4008092160583],"[3541.434591261129, 5577.780060103799]",58.179276238420556,0.43259572786602113,1.0,44.0,3.872416742591213,2643.872416742591
2553,1.0,Private Car,2.0,0.0,0.0,0,0,70.22738740245497,6.674585612704353,1.0,44.0,10.547002355295717,2650.5470023552957
2554,1.0,HDV,7.0,25355.637386685277,4.0,"[332.6749648295584, 830.9469151300798, 125.52145245439614]","[4987.322404130477, 9605.541170708333, 7565.754719070042, 3197.0190927764247]",71.65669429865582,3.731707563577628,1.0,44.0,14.278709918873119,2654.278709918873
2555,1.0,Motorbike,1.0,0.0,0.0,0,0,71.64368467650658,1.7941777885539758,1.0,44.0,16.07288770742707,2656.072887707427
2556,1.0,HDV,7.0,23495.49513797571,4.0,"[296.3852152963347, 283.0748438409786, 147.92935554814042]","[6559.284844129825, 6761.826674695489, 5649.391668391019, 4524.991950759379]",81.60347800586852,2.040638135098616,1.0,44.0,18.113525842525632,2658.1135258425256
2557,1.0,Private Car,2.0,0.0,0.0,0,0,77.59510685758273,3.6425702743716006,1.0,44.0,21.756096116897425,2661.7560961168974
2558,1.0,Private Car,2.0,0.0,0.0,0,0,59.21474680824195,6.676595333463369,1.0,44.0,28.432691450360835,2668.432691450361
2559,1.0,Private Car,2.0,0.0,0.0,0,0,12.036397220363636,0.25520189544471367,1.0,44.0,28.687893345805605,2668.6878933458056
2560,1.0,Motorbike,1.0,0.0,0.0,0,0,113.96079824616399,0.12421429173271349,1.0,44.0,28.812107637538247,2668.8121076375382
2561,1.0,Motorbike,1.0,0.0,0.0,0,0,54.11846409548519,1.99265350498981,1.0,44.0,30.80476114252815,2670.804761142528
2562,1.0,Motorbike,1.0,0.0,0.0,0,0,60.24824676699562,1.8280995052544349,1.0,44.0,32.63286064778276,2672.6328606477828
2563,1.0,HDV,9.0,18771.60081832458,2.0,[227.06823355750242],"[1720.8377533552464, 17050.763064969335]",71.64452857095014,5.1565569280716534,1.0,44.0,37.78941757585426,2677.7894175758543
2564,1.0,Private Car,2.0,0.0,0.0,0,0,54.118441783597525,0.0,1.0,44.0,37.78941757585426,2677.7894175758543
2565,1.0,Private Car,2.0,0.0,0.0,0,0,70.15494404088714,0.18312601223622493,1.0,44.0,37.9725435880905,2677.9725435880905
2566,1.0,Private Car,2.0,0.0,0.0,0,0,90.85698884057982,2.110658038560781,1.0,44.0,40.08320162665132,2680.0832016266513
2567,1.0,Motorbike,1.0,0.0,0.0,0,0,58.195387810516394,5.268576096906693,1.0,44.0,45.351777723557916,2685.351777723558
2568,1.0,HDV,6.0,38019.779478372926,3.0,"[368.31111123515905, 131.35762100401246]","[12390.368932689835, 18674.21084247439, 6955.199703208705]",66.99147531930615,0.19533260160854007,1.0,44.0,45.547110325166614,2685.5471103251666
2569,1.0,Private Car,2.0,0.0,0.0,0,0,75.51800108265606,2.2484851046054386,1.0,44.0,47.79559542977222,2687.795595429772
2570,1.0,Private Car,2.0,0.0,0.0,0,0,67.00364109853608,6.670635864623928,1.0,44.0,54.46623129439604,2694.466231294396
2571,1.0,Motorbike,1.0,0.0,0.0,0,0,67.02753365632057,2.215390803086006,1.0,44.0,56.68162209748198,2696.681622097482
2572,1.0,Motorbike,1.0,0.0,0.0,0,0,83.82301079544942,3.6910681886157963,1.0,45.0,0.37269028609762245,2700.3726902860976
2573,1.0,HDV,7.0,40475.87129480852,4.0,"[154.07722096320407, 667.5916744019147, 117.3586137122029]","[15478.268901886515, 10407.348886843767, 9094.977571250567, 5495.2759348276795]",42.05942397214124,0.12699839956802841,1.0,45.0,0.49968868566566016,2700.4996886856657
2574,1.0,HDV,9.0,16747.502349559752,2.0,[555.9240255744754],"[9144.025234203502, 7603.47711535625]",77.61516644395805,2.0236428202765637,1.0,45.0,2.523331505942224,2702.523331505942
2575,1.0,Private Car,2.0,0.0,0.0,0,0,71.63831962268753,0.06707388756018438,1.0,45.0,2.590405393502351,2702.5904053935024
2576,1.0,Private Car,2.0,0.0,0.0,0,0,56.13927052532946,5.26430590042446,1.0,45.0,7.854711293926812,2707.854711293927
2577,1.0,HDV,8.0,24044.807049033432,3.0,"[579.9259793724104, 148.63063549585348]","[7606.155934436953, 6639.063215295455, 9799.587899301023]",77.57091200163963,3.6409715321049827,1.0,45.0,11.495682826031953,2711.495682826032
2578,1.0,HDV,8.0,35736.812474983606,2.0,[529.8734820468065],"[32144.126658425568, 3592.685816558036]",62.354388717401356,3.739841997908203,1.0,45.0,15.235524823940068,2715.23552482394
2579,1.0,Motorbike,1.0,0.0,0.0,0,0,66.98489263019574,5.243549911999316,1.0,45.0,20.47907473593932,2720.4790747359393
2580,1.0,Private Car,2.0,0.0,0.0,0,0,68.53542910260435,2.259788070898557,1.0,45.0,22.738862806837915,2722.738862806838
2581,1.0,Private Car,2.0,0.0,0.0,0,0,83.81400967222557,3.7367638945500445,1.0,45.0,26.475626701388137,2726.475626701388
2582,1.0,Motorbike,1.0,0.0,0.0,0,0,75.56388077053118,0.17329656069063165,1.0,45.0,26.648923262078824,2726.648923262079
2583,1.0,Private Car,2.0,0.0,0.0,0,0,62.343581533670765,0.4136734222561389,1.0,45.0,27.06259668433495,2727.062596684335
2584,1.0,Private Car,2.0,0.0,0.0,0,0,62.349921785724476,0.1507820471859703,1.0,45.0,27.21337873152106,2727.213378731521
2585,1.0,Motorbike,1.0,0.0,0.0,0,0,75.51807917744136,2.1881638760469575,1.0,45.0,29.40154260756799,2729.401542607568
2586,1.0,HDV,4.0,6654.407586519489,2.0,[340.6992782631238],"[2100.6279899282363, 4553.779596591253]",70.23347494164321,0.14945210458578356,1.0,45.0,29.550994712153624,2729.5509947121536
2587,1.0,HDV,8.0,21807.248702559187,2.0,[290.1919627249103],"[1867.692479782116, 19939.55622277707]",48.075769797654004,0.373395116537403,1.0,45.0,29.92438982869089,2729.924389828691
2588,1.0,HDV,8.0,16084.094588247652,3.0,"[492.374455068928, 139.34782377112154]","[4320.902683841859, 5983.327715535821, 5779.864188869973]",113.96416176869907,8.15970943354923,1.0,45.0,38.084099262240215,2738.08409926224
2589,1.0,Private Car,2.0,0.0,0.0,0,0,70.15265126243506,3.803699710071231,1.0,45.0,41.88779897231143,2741.8877989723114
2590,1.0,HDV,4.0,4920.129422061944,2.0,[279.2633882397016],"[4198.24388599488, 721.8855360670648]",70.18105890627733,2.062238766896035,1.0,45.0,43.950037739207346,2743.9500377392073
2591,1.0,HDV,7.0,73410.49950321291,5.0,"[297.31722436939395, 714.6100973753921, 151.92886108831698, 125.47501997404022]","[16415.679436870938, 13632.683423039885, 22849.999513582276, 11677.605619377617, 8834.531510342205]",61.275687832059894,0.10044218805469587,1.0,45.0,44.05047992726213,2744.050479927262
2592,1.0,Motorbike,1.0,0.0,0.0,0,0,66.94023555950676,3.6740123529455606,1.0,45.0,47.72449228020787,2747.724492280208
2593,1.0,HDV,8.0,25423.536491300227,2.0,[597.0022494068437],"[11073.879547269358, 14349.656944030867]",93.90028386548462,0.16478269157933154,1.0,45.0,47.88927497178702,2747.889274971787
2594,1.0,Motorbike,1.0,0.0,0.0,0,0,3.0137725160493996,1.7523709690371347,1.0,45.0,49.64164594082422,2749.641645940824
2595,1.0,Private Car,2.0,0.0,0.0,0,0,70.21760587620314,0.0,1.0,45.0,49.64164594082422,2749.641645940824
2596,1.0,Motorbike,1.0,0.0,0.0,0,0,55.13270709060542,1.9287026416994892,1.0,45.0,51.57034858252382,2751.570348582524
2597,1.0,Private Car,2.0,0.0,0.0,0,0,66.98707089540827,0.2165066548087781,1.0,45.0,51.786855237332475,2751.7868552373325
2598,1.0,Private Car,2.0,0.0,0.0,0,0,62.357886437272626,0.4773330499075633,1.0,45.0,52.264188287239904,2752.26418828724
2599,1.0,HDV,7.0,35720.116164023915,5.0,"[317.4832762683015, 139.02761154460538, 140.8153566203485, 137.79887360062662]","[7374.969360367232, 8100.877145620067, 6337.529661264029, 7537.997562585642, 6368.742434186943]",73.4288547971481,2.1994903619993575,1.0,45.0,54.46367864923923,2754.4636786492392
2600,1.0,Motorbike,1.0,0.0,0.0,0,0,61.27441536066904,2.167185863802534,1.0,45.0,56.630864513041615,2756.6308645130416
2601,1.0,Motorbike,1.0,0.0,0.0,0,0,73.38908556874296,6.7383859329477,1.0,46.0,3.3692504459891097,2763.369250445989
2602,1.0,Private Car,2.0,0.0,0.0,0,0,63.73396520064923,1.9338179618309603,1.0,46.0,5.303068407819865,2765.30306840782
2603,1.0,HDV,5.0,12567.961539457614,2.0,[486.68197237082734],"[5136.3015805316745, 7431.6599589259395]",4.01915794429025,2.1360477995029736,1.0,46.0,7.439116207322968,2767.439116207323
2604,1.0,HDV,8.0,29688.400194988593,2.0,[519.2697793670936],"[13341.51189356311, 16346.888301425482]",68.55846528770252,0.2832630459124139,1.0,46.0,7.722379253235431,2767.7223792532354
2605,1.0,HDV,8.0,27661.053255802955,3.0,"[291.0449872430308, 146.5640796735681]","[9462.986833105257, 6751.76122483796, 11446.305197859741]",62.35715719974553,0.34631022943313716,1.0,46.0,8.06868948266856,2768.0686894826686
2606,1.0,HDV,5.0,7280.750638904545,2.0,[569.8998021424503],"[2172.7411084444566, 5108.009530460089]",93.90545730649407,0.42544945903874093,1.0,46.0,8.494138941707206,2768.494138941707
2607,1.0,Motorbike,1.0,0.0,0.0,0,0,75.47632053250871,2.065606179870293,1.0,46.0,10.559745121577635,2770.5597451215776
2608,1.0,Motorbike,1.0,0.0,0.0,0,0,71.62655405113617,0.18750598411205555,1.0,46.0,10.747251105689884,2770.74725110569
2609,1.0,HDV,3.0,4918.753382577618,3.0,"[394.66154643382794, 117.62788023096734]","[1181.2378297141645, 2119.1754031698983, 1618.340149693555]",75.53772950300807,0.19514424563877864,1.0,46.0,10.942395351328742,2770.9423953513287
2610,1.0,HDV,5.0,19224.642057237263,2.0,[583.9449932045745],"[6990.999341074173, 12233.642716163087]",68.52436547283816,1.9171830611455443,1.0,46.0,12.859578412474093,2772.859578412474
2611,1.0,Motorbike,1.0,0.0,0.0,0,0,61.28465953393669,2.2302998658671074,1.0,46.0,15.089878278341075,2775.089878278341
2612,1.0,HDV,5.0,14870.298621308375,2.0,[545.8234943748101],"[6698.615712350978, 8171.682908957396]",78.83234406435132,3.806795000205769,1.0,46.0,18.89667327854704,2778.896673278547
2613,1.0,HDV,8.0,20610.45214487529,3.0,"[500.45460405157957, 126.12735065736899]","[6923.292388894037, 8766.078913207131, 4921.080842774125]",78.83405246733382,3.636959030968173,1.0,46.0,22.53363230951527,2782.5336323095153
2614,1.0,HDV,3.0,2367.252547406859,2.0,[387.53202896988535],"[1143.1337470380388, 1224.11880036882]",65.43577422959251,0.19037459331081807,1.0,46.0,22.724006902826204,2782.724006902826
2615,1.0,HDV,8.0,21677.168116012945,3.0,"[327.0691312912344, 141.40102101291578]","[7662.412964261372, 9467.039836861775, 4547.715314889797]",61.27895746893791,5.287433248065101,1.0,46.0,28.011440150891303,2788.0114401508913
2616,1.0,Motorbike,1.0,0.0,0.0,0,0,65.43891536394403,0.0,1.0,46.0,28.011440150891303,2788.0114401508913
2617,1.0,Private Car,2.0,0.0,0.0,0,0,48.076503434044774,3.791447174137891,1.0,46.0,31.802887325029133,2791.802887325029
2618,1.0,Private Car,2.0,0.0,0.0,0,0,73.37922762585308,3.664751503917415,1.0,46.0,35.46763882894675,2795.4676388289467
2619,1.0,Private Car,2.0,0.0,0.0,0,0,60.26057290893274,3.711538710967311,1.0,46.0,39.179177539914235,2799.1791775399142
2620,1.0,HDV,9.0,3449.7949529359207,2.0,[203.0892458290883],"[2165.24193591073, 1284.5530170251905]",61.29111225874215,1.9986204785297839,1.0,46.0,41.17779801844381,2801.177798018444
2621,1.0,Motorbike,1.0,0.0,0.0,0,0,77.63847591698962,1.8840356036353316,1.0,46.0,43.06183362207912,2803.061833622079
2622,1.0,Private Car,2.0,0.0,0.0,0,0,45.065416686405825,0.47977273992374575,1.0,46.0,43.54160636200277,2803.5416063620028
2623,1.0,Motorbike,1.0,0.0,0.0,0,0,77.60542911465706,2.220882523724172,1.0,46.0,45.762488885726725,2805.7624888857267
2624,1.0,Private Car,2.0,0.0,0.0,0,0,28.04799880439391,2.0443653624878073,1.0,46.0,47.80685424821468,2807.8068542482147
2625,1.0,HDV,5.0,7594.089382019751,2.0,[588.9664445130777],"[3290.5499838148457, 4303.539398204906]",59.20998340539526,2.1939065666536277,1.0,46.0,50.0007608148685,2810.0007608148685
2626,1.0,Motorbike,1.0,0.0,0.0,0,0,66.97997431335621,5.277005688142731,1.0,46.0,55.27776650301121,2815.277766503011
2627,1.0,Private Car,2.0,0.0,0.0,0,0,81.6722928141786,2.0816778306998387,1.0,46.0,57.35944433371105,2817.359444333711
2628,1.0,Motorbike,1.0,0.0,0.0,0,0,93.90174301189178,2.1076626974510577,1.0,46.0,59.46710703116196,2819.467107031162
2629,1.0,Private Car,2.0,0.0,0.0,0,0,83.79589752747133,3.6880741000738366,1.0,47.0,3.155181131235622,2823.1551811312356
2630,1.0,HDV,9.0,3098.085111868215,2.0,[313.8657437528861],"[1889.994481146188, 1208.0906307220264]",61.30994353475654,3.624814664996728,1.0,47.0,6.77999579623247,2826.7799957962325
2631,1.0,Private Car,2.0,0.0,0.0,0,0,71.66851735960286,0.0,1.0,47.0,6.77999579623247,2826.7799957962325
2632,1.0,HDV,5.0,7411.388026926727,2.0,[520.7649997931726],"[4755.274313661261, 2656.1137132654662]",49.079371004614686,3.7494426564009524,1.0,47.0,10.529438452633258,2830.5294384526333
2633,1.0,HDV,8.0,19765.003475213594,2.0,[576.5366450118337],"[17867.199430275457, 1897.8040449381385]",47.07033579608935,3.759046966734169,1.0,47.0,14.28848541936759,2834.2884854193676
2634,1.0,HDV,9.0,37695.56072376172,2.0,[522.7636487191327],"[25900.745204449806, 11794.815519311913]",70.19989450818709,0.37383364413635795,1.0,47.0,14.662319063504128,2834.662319063504
2635,1.0,Motorbike,1.0,0.0,0.0,0,0,59.219734090237246,2.1631749806978813,1.0,47.0,16.82549404420206,2836.825494044202
2636,1.0,HDV,8.0,31849.064780015295,3.0,"[521.6456178956573, 136.31031243370313]","[12249.519433011617, 7601.132005318628, 11998.413341685049]",70.20665895770864,0.0,1.0,47.0,16.82549404420206,2836.825494044202
2637,1.0,HDV,7.0,21661.264186565335,5.0,"[360.9066962888346, 627.2609990255764, 110.10427505976239, 114.22154343029192]","[5499.575173002382, 5463.660557423338, 3240.2801232478205, 1090.2928854195463, 6367.455447472244]",73.3887497349373,1.8958882397871653,1.0,47.0,18.721382283989442,2838.7213822839894
2638,1.0,Private Car,2.0,0.0,0.0,0,0,71.66126287098396,5.229703585731687,1.0,47.0,23.951085869721283,2843.9510858697213
2639,1.0,Motorbike,1.0,0.0,0.0,0,0,54.1188977784636,5.230832217492511,1.0,47.0,29.181918087213944,2849.181918087214
2640,1.0,Private Car,2.0,0.0,0.0,0,0,65.45998328389554,49.4666452495953,1.0,48.0,18.648563336809275,2898.6485633368093
2641,1.0,Motorbike,1.0,0.0,0.0,0,0,50.08453263485476,1.8092982669325743,1.0,48.0,20.457861603742003,2900.457861603742
2642,1.0,Motorbike,1.0,0.0,0.0,0,0,63.75045229103685,1.9601160192709175,1.0,48.0,22.41797762301303,2902.417977623013
2643,1.0,Private Car,2.0,0.0,0.0,0,0,73.36337417278656,1.9786705535547369,1.0,48.0,24.39664817656785,2904.396648176568
2644,1.0,Private Car,2.0,0.0,0.0,0,0,3.0135542389143777,0.0,1.0,48.0,24.39664817656785,2904.396648176568
2645,1.0,HDV,6.0,18737.316998766244,3.0,"[377.3992732501169, 159.9424000519451]","[5909.2602289566785, 8860.325425456918, 3967.731344352649]",75.5051930646246,0.2108974856506612,1.0,48.0,24.6075456622184,2904.6075456622184
